Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Intersession 2020,,['Homewood Campus'],12,RESEARCH FRONTIERS IN BIOLOGY,"Seminar coures on the leading edge of research in molecular and and cellular biology, immunology and neurobiology.  Four areas of biological research introduced in a 95 min lecture-seminar that covers the major historical discoveries in the field up to current advances and on going research in each professor's laboratories.  This is complemented by a 95 minute journal club on recent publications to be presente by students, followed by critique and discussion.  Discussion topics: 1) Ribosome-mediated quality control of protein synthesis, 2) Dynamic interactions and molecular condensates in eukaryotic transcription, 3) Perception of mechanical signals and our sense of hearing, 4) Immunotherapy of Cancer.  Recommended course background:  General Biology, Chemistry, Cell Biology, Genetics, Biochemistry","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Foreign Gene Expression Laboratory,"This laboratory will introduce molecular cloning techniques that allow bacteria to be used to produce a particular gene product. Recombinant plasmids, carrying a fusion protein gene, will be constructed and used to transform competent E. coli, and the gene products isolated. The lab will meet 9 am to noon and 1-2 pm, Monday-Friday for the three weeks of intersession.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],13,Fundamentals of Biological Light Microscopy,"Introduction to the principles, practice, and application of light microscopy (LM) to biomedical research. The course will cover light optical theory; instrumentation design, use, and applications; and will afford students 'hands-on' experience in both specimen preparation and microscope operation (including epifluorescence, confocal, and deconvolution light microscopes).","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],01,Mentored Research,,['AS Biology'],Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],02,Mentored Research,,['AS Biology'],Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],03,Mentored Research,,['AS Biology'],Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],04,Mentored Research,,['AS Biology'],Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],01,Independent Study,,['AS Biology'],Krieger School of Arts and Sciences,2.00,
Intersession 2020,,['Homewood Campus'],01,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],02,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],03,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],04,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],05,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],06,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],07,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],08,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],09,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],10,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],11,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],12,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],13,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],14,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],15,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],16,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],17,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],18,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],19,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],20,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],21,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],22,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],23,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],24,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],25,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],26,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],27,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],28,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],29,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],30,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],31,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],32,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],33,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],34,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],35,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],36,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],37,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],38,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],39,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],40,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],41,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],42,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],43,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],44,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2020,,['Homewood Campus'],13,Roasted - The Molecular Gastronomy of Coffee,"From bean to beverage, coffee undergoes a number of physical and chemical changes that contribute to the resulting drink’s unique taste. This course will discuss the chemistry and molecules that make coffee as well as their effects on health. Students will compare tastes and smells of coffee in different drinks and conditions to the chemistry of the changes such conditions confer.","['AS Chemistry', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],22,Cosmetology 101: Chemistry behind beauty products,"The desire for healthier and youthful skin had led to an explosion in cosmetic products  and a lucrative billion dollar industry. With the increased focus on quality products that are safe, it is of interest to learn of the role of chemicals in these cosmetics. This course aims to explore the chemical composition of beauty products ranging from skin care to hair and nail offerings and the chemistry behind beauty regimens. Students will also get to test reactivity of beauty products in a lab setting. A basic background in chemistry is desirable but not required.","['AS Chemistry', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Symptom and Disease:  Doctors and Medicine in Ancient Greece,"This course explores the origins of medicine in ancient Greece and the intricate relationship between doctors and patients, symptom and disease, diagnosis and prognosis as it emerges from literary, archaeological, and historical evidence. We start on the island of Kos where Hippocrates, the “father of medicine,” was believed to have lived and practiced. We then move to mainland Greece and to Asia Minor, engaging with textual sources such as historiography, tragedy, lyric and archaeological evidence from the sites of Oropos and Epidaurus.","['AS Classics', 'AS Medicine, Science and the Humanities']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],22,Granddaughter of the Sun: Medea in Antiquity and Beyond,"This two-week course explores the character of Medea in ancient Greek and Roman literary and artistic sources, as well as her lasting fortune in modern literature and film. We shall read Euripides’ Medea and Seneca’s homonymous play, in addition to excerpts from Pindar, Apollonius of Rhodes and Valerius Flaccus. We will integrate these readings with a survey of Greek and Roman artistic sources featuring Medea. We will then focus on modern adaptations of the Medea myth: a novel by German author Christa Wolf as well as Pier Paolo Pasolini’s and Lars von Trier’s films dedicated to this multifaceted figure of Greek mythology. All texts will be read in translation. No knowledge of Greek or Latin required.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,"Gods, Heroes and Monsters: Mythology through the Visual Arts","From the battles of the Trojan War to the love affairs among the gods and mortals, the ancient Greeks and Romans depicted their favorite mythological episodes through visual representations. In this course, we will explore mythology through the medium of ancient art. We will use the iconography to investigate the significance of the ancient myths, which will be read in translation. Additionally, we will visit the Walters to examine the collection of mythological images in art.","['AS Classics', 'AS History of Art']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Early Imperial Historiography: Julio-Claudian Narratives,"In this course, we shall read three works in translation in order to note how they concur, diverge, interpret, and reinterpret historical events and figures:  the /Res Gestae/ of Emperor Augustus; the /Historia/ of Velleius Paterculus; and Lucan's /Pharsalia/.  Furthermore, we will pay close attention to what images and metaphors these works employ in order to color their interpretation of history, as well as a more critical attention to their understandings of the Roman Republic and Roman Empire.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Greek Myth and Anime: Cross-cultural Concepts of Man and Divinity,"In this course, we shall watch the anime /Fullmetal Alchemist: Brotherhood/ (2009-10), which is set in the land of Amestris which is ruled by the Führer Bradly and the State military.  Within the state military apparatus, work the protagonists Edward and Alphonse Elric who pursue the Philosopher's stone in order to return the soul of Alphonse to his body after a terrible alchemic transmutation had gone awry. One the one hand, the anime already makes overtures to WWII Germany, while at the same time positing issues concerning the nature of the body and soul.  These same issues were discussed in WWII Germany through Philhellenic leses, and therefore, we shall read in translation Ancient Greek literature, such as Hesiod's /Theogony/, which discusses the nature of man, body, and soul.  In the process, we will begin to compare /Fullmetal Alchemist:  Brotherhood/ to Ancient Greek texts with an eye to the following questions: In what ways does /Fullmetal Alchemist: Brotherhood/ adopt and transorm the Western Classical Tradition and Western history? How does the 'Japanese Spirit' recalibrate interpretations of the West or absorb Western ideas? What is the nature of the body and soul? Are they the same for both cultures, or are they different?","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Eros the Bittersweet from Sappho to Anne Carson,"This course explores the figure of Eros in ancient Greek culture from the lyric poetry of Sappho to its reception in the literary production of contemporary poet Anne Carson. We will read excerpts from Sappho, the tragedian Euripides, the dialogues of Plato, the epic of Apollonius of Rhodes and Anne Carson’s Eros the Bittersweet. We will also explore the iconography and cult of Eros in Classical and Hellenistic Greece. There are no prerequisites and knowledge of ancient Greek is not required.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],13,Stems for STEM:  The Greek and Latin Roots of English,"Did you know that over 60 percent of all English words have Greek or Latin origins? In this course, we focus on how English scientific terms derive from classical languages. You will learn to recognize, translate and use some of the most important Greek and Latin roots found in the vocabulary of the sciences and technology. In addition to expanding and consolidating your vocabulary and your knowledge of scientific terminology, you will also learn skills that will help you tackle some of the most common standardized tests, such as the GRE and the GMAT. No prior knowledge of Greek or Latin is required.","['AS Classics', 'AS Medicine, Science and the Humanities']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],12,Learning from their mistakes: Experimental Approaches to Language Learning,"Speaking a language is something all children learn to do, but exactly how they do it largely remains a mystery. In this course, we study several classic experiments which investigate the process of language learning. Each of these papers focuses on a type of syntactic “error” that children make between the ages of 3 and 6 years old. What can these mistakes tell us about how children are learning?  What might cause a child to say “I goed to the zoo”, “I don’t likes that”, or “What do you think who the cat chased?”? We will explore these questions and more in this course, with the goal of better understanding language and the process of learning syntax.

While previous experience in linguistics courses (such as AS.050.102 Language and Mind or AS.050.206 Bilingualism) is recommended, this course is designed to be accessible and enjoyable to anyone interested in language acquisition or child development.","['AS Cognitive Science', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2020,,['Homewood Campus'],01,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],02,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],03,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],04,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],05,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],06,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],07,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],08,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],09,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],10,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],11,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],12,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],13,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],14,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],15,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],16,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],17,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2020,,['Homewood Campus'],01,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],02,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],03,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],04,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],05,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],06,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],07,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2020,,['Homewood Campus'],08,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
