Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Intersession 2023,,['Homewood Campus'],15,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],18,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],19,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],22,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],23,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],24,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],28,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],29,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],30,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],31,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],32,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],34,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],36,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],37,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],38,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],39,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],40,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],41,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],43,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],44,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],45,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],46,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],12,Molecular Beauty: Chemistry of Cosmetic Products,"The desire for healthier and youthful skin had led to an explosion in cosmetic products and a lucrative billion dollar industry. With the increased focus on quality products that are safe, it is of interest to learn of the role of chemicals in these cosmetics. This course aims to explore the chemical composition of beauty products ranging from skin care to hair and nail offerings and the chemistry behind beauty regimens. Students will also get some hands-on experience in a lab setting to synthesize and test reactivity of beauty products in a lab setting. A basic background in chemistry is required and a knowledge of organic chemistry is preferred.","['AS Chemistry', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],01,Independent Research in Biochemistry II,Research under the direction of members of the biochemistry faculty. Recommended Course Background: AS.030.507-AS.030.508 and permission of instructor.,['AS Chemistry'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],31,Seminar: Literature of Chemistry,Seminars are presented by advanced graduate students on topics from current chemical journals. Most first-year graduate students are expected to attend for credit. Undergraduates may take the course on a satisfactory/unsatisfactory basis.,['AS Chemistry'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],22,Classical Cannibalism: Anthropophagy in Antiquity,"During this course, we will read short excerpts from a range of ancient texts that depict acts of human-eating—both by non-human agents (gods and monsters) and by humans themselves. By consuming these mythological accounts alongside anthropological literature about the history of cannibalism, we will dissect the social and narratological functions of anthropophagy (human-eating) within stories from the classical past. All texts, originally in ancient Greek and Latin, will be provided and discussed in translation.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],21,"Human, Animal, and Ancient Medicine","Animals have played a large role in the development of Western medicine, and continue to do so as human health, animal health, and environmental health are all intertwined. This course will explore the historical and mythical Greco-Roman origins of human and animal medicine, and ancient stories of human-animal interactions. We will bring our ancient readings into discussion with modern human and veterinary medicine.
All readings will be in English, and no medical background needed.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],22,Framing Revolutionaries - From Rome to Disney,"History & fiction know many “villains” who attempt to overthrow the social order. While often dismissed as chaos agents or mad for power, a closer examination may show that they are social reformers. We want to examine various cases (fictious & historical) from ancient Rome, American history, & contemporary movies, and ask ourselves why those who try to change society are often cast in the villain’s role.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],13,Cognitive Science Fiction,"What does it mean to be intelligent? Does our experience with language change how we think about the world? How do we develop the ability to interact socially with others? These are some of the questions that this course will explore by engaging both with relevant science fiction and academic research on select topics in Cognitive Science. The course is designed to provide students with a broad introduction to many areas of active research in Cognitive Science. Through this, students will be exposed to many different domains and methods within Cognitive Science including philosophy, computational modeling, comparative cognition, developmental psychology, neuroimaging, neuropsychology, and human behavior. Additionally, students experience science fiction across several different mediums: short stories, podcasts, movies, television, and a novel.","['AS Cognitive Science', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],01,Cognitive Science Internship,"For internships in cognitive science-related fields. Graded S/U only. Student cannot recieve credit for paid internships. A Cognitive Science faculty sponsor is required and must be named in the Independent Academic Work form. Please read the relevant independent academic work FAQ. KSAS primary majors, visit https://advising.jhu.edu/research-internships-and-independent-study/.  WSE primary majors, visit https://engineering.jhu.edu/advising/advising-questions/.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],01,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],02,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],03,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],04,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],05,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],06,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],07,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],08,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],09,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],10,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],11,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],12,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],13,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],14,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],15,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],16,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],17,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2023,,['Homewood Campus'],01,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],02,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],03,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],05,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],06,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],07,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],08,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],09,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],10,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],11,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],01,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],02,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],03,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],04,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],05,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],06,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],07,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],08,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],09,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],10,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],11,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2023,,['Homewood Campus'],22,Romanticizing Cottagecore: Escapism or Activism?,"This course will examine the rise of the cottagecore aesthetic and movement in conjunction with the pastoral Romantic-era literature from which it heavily draws. From Taylor Swift’s Folklore to sapphic visions of female communes in the woods, cottagecore tracks a collective response to the global pandemic, which found many of us reexamining and reimaging our relationships with work, domesticity, capitalism, and nature. Discussions will draw from Romanticism’s own responses to revolution, industrialization, and urbanization, asking whether the escapism nature and the pastoral seem to offer is a sufficient form of activism—then and now. We will look at the realities of embracing a “cottagecore” lifestyle and aesthetic and tackle questions involving environmentalism, labor, queerness, and feminism.","['AS English', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],12,Adapting Shakespeare,"Shakespeare’s drama is as ubiquitous as English itself, having been adapted, remixed, and reimagined across the globe in the four centuries since its initial productions. In this course, we will consider the ethics, ends, and effects of adapting Shakespeare in the past quarter century, from “low culture” third-wave feminist derivations such as 10 Things I Hate About You to Baz Luhrmann’s infamous 1996 Romeo + Juliet to esteemed plays of the contemporary London theatre. Students with interests in Shakespeare, drama, and/or cinema will find this course especially enriching, though no prior experience with any is requisite.","['AS English', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2023,,['Homewood Campus'],22,Chess as Art,"From Shakespeare’s Tempest to the recent popularity of Netflix’s The Queen’s Gambit, art and media have long found inspiration in the game of chess. And discussions of chess often borrow terminology from the arts, with games and moves frequently described as artistic or beautiful. Marcel Duchamp, one of the most innovative visual artists of the 20th century, once said that “while all artists are not chess players, all chess players are artists.” In this Intersession course, we will explore the intersections between art and chess: both the ways artists have found drama and metaphorical significance in the board game, and the ways in which chess itself might meet or confound our aesthetic criteria, as a kind of dramatic performance or living sculpture. And if chess is an art, what does the current era of computer dominance in the game mean— are chess computers artists? No chess playing experience necessary.","['AS English', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
