Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Intersession 2024,,['Homewood Campus'],28,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],30,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],32,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],34,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],36,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],37,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],39,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],40,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],43,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],44,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],46,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],47,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Online'],22,Review to Preview – Introductory Chemistry - II,"This course is designed to prepare students with the Introductory Chemistry prerequisite concepts and skills needed for AS.030.102. This intersession course is for students who have previously earned 3-credit hours of Introductory Chemistry - I, and plan to enroll in Introductory Chemistry - II in the Spring. Topics include stoichiometry, balancing equations, limiting reactants, solutions, structure of the atom, gas laws, thermodynamics, chemical equilibrium and acids and bases. The course will also help students review basic algebra and establish relationships between thermodynamic properties and reactions at equilibrium.","['AS Chemistry', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2024,,['Homewood Campus'],01,Independent Research in Biochemistry II,Research under the direction of members of the biochemistry faculty. Recommended Course Background: AS.030.507-AS.030.508 and permission of instructor.,['AS Chemistry'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],21,Seminar: Literature of Chemistry,Seminars are presented by advanced graduate students on topics from current chemical journals. Most first-year graduate students are expected to attend for credit. Undergraduates may take the course on a satisfactory/unsatisfactory basis.,['AS Chemistry'],Krieger School of Arts and Sciences,1.00,
Intersession 2024,,['Homewood Campus'],01,CBI Rotations,Open to AS Chemical Biology Interface Graduate Students only,['AS Chemistry'],Krieger School of Arts and Sciences,3.00,
Intersession 2024,,['Homewood Campus'],22,What is a Classic? Creativity in an Age of Machines,"Today we suddenly find ourselves in a world where ‘creativity’ is not necessarily a distinctly human endeavor. With the advent of artificial intelligence and the associated promises of a creative machine (be they justified or not), this idea is faced with an unexpected and fundamental challenge. Even those who dismiss AI’s promises as delusional have no choice but to substantiate their view in a new and informed way. 
While our everyday cultures often thrive on remembering, remixing, and reviving their own pasts and, in that, can seem not all that different from what an AI does, people tend to point to the ‘classics’ – as pinnacles of human creativity ¬¬– for explanations.

In this class, we want to contribute to the debate by taking this notion of the ‘classic’ and examine it from various angles: 
•	In the first half of the class, we will look at the nature of a classic: What is the nature of the creativity that produces a classic? Are they really the products of independent bursts of creativity totally different from what AI could do?
•	In the second half, we will explore some social and political implications of the concept of the classic: Who decides what belongs on a list of classics (the so-called canon) in the first place, and are such canons inherently elitist and exclusionary? Who owns classics and the culture around them and what happens when people feel the need to defend their ‘rights’ to them?

We will try to find some tentative answers to these questions by looking at theories from antiquity to today.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2024,,['Homewood Campus'],22,Animalization and Medicine in the Ancient World and Beyond,"In this course, we will explore the following questions: What does it mean to transform from a human into an animal, permanently and temporarily? What is The Other or non-human being? What does “becoming animal/other” look like and mean in medical contexts? What can we learn about medicine and humanness from animals? 
This course will seek to answer these questions by reading ancient Greco-Roman mythology, examining visual depictions of human-animal transformations/hybrids, and learning about ancient medicine. By the end, students will discuss and critically think about issues in modern medical debates that relate such as Henrietta Lacks and her cells.","['AS Classics', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2024,,['Homewood Campus'],01,Cognitive Science Internship,"For internships in cognitive science-related fields. Graded S/U only. Student cannot recieve credit for paid internships. A Cognitive Science faculty sponsor is required and must be named in the Independent Academic Work form. Please read the relevant independent academic work FAQ. KSAS primary majors, visit https://advising.jhu.edu/research-internships-and-independent-study/.  WSE primary majors, visit https://engineering.jhu.edu/advising/advising-questions/.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00,
Intersession 2024,,['Homewood Campus'],01,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],02,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],03,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],04,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],05,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],06,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],07,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],08,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],09,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],10,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],11,Readings in Cognitive Science,Assigned readings on current topics in cognitive science. Instructor approval required. Letter-graded.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],01,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],02,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],03,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],04,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],05,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],06,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],07,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],08,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],09,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],10,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],11,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],12,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],13,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],14,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],15,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],16,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],17,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],18,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],19,Research in Cognitive Science,Research current topics in cognitive science. Instructor approval required. Graded S/U.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2024,,['Homewood Campus'],01,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],02,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],03,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],04,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],05,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],06,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],07,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],08,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],09,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],10,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],11,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],01,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],02,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],03,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],04,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],05,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],06,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],07,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],08,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],09,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],10,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
Intersession 2024,,['Homewood Campus'],11,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 4.00,
