Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Summer 2020,,['Online'],46,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],47,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],48,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],49,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],51,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],52,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],53,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],54,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],55,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],56,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],57,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],58,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],59,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],61,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],62,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],63,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],64,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],65,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],66,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],67,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],68,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],69,"Anatomy, Physiology & Disease","Course description: An understanding of physiology is an invaluable part of any budding physician, scientist, or healthcare provider’s repertoire. In this course students will discover classical anatomy and physiology of the human body. This course will cover the topics that include: nervous, muscular, cardiopulmonary, renal, digestive, & immune systems and learn how it effects health and disease. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by participating in interactive activities. Students who wish to pursue biomedical and scientific studies in the future will utilize the knowledge of the basic physiological processes learned in this course and will influence student’s future exploration of the field.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],40,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],41,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],42,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],43,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],44,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],45,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],46,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],47,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],48,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],49,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],51,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],52,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],53,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],54,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],55,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],56,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],57,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],58,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],59,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],61,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],62,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2020,,['Online'],63,Medical School Intensive,"The 2-week program is designed to engage bright high school students who are interested in medicine. Taught and guided by Johns Hopkins University School of Medicine faculty post-docs and fellows, students will learn basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs, experiencing hands-on medical trainings at Johns Hopkins Medical Simulation Center, interviewing and networking with diverse medical professionals, and visiting the world-renowned hospital.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
