Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Summer 2023,,['Homewood Campus'],66,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],67,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],71,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],72,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],76,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],77,Introduction to Laboratory Research,"In this program, you will be introduced to a variety of biochemical and molecular biological laboratory techniques. These will include DNA analysis by restriction enzyme mapping, amplification of DNA segments by PCR, lipid analysis by chromatography. Additionally, you will visit a variety of biological laboratories to observe actual research projects.
Recommended Course Background in Chemistry and Biology is strongly recommended.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],41,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],42,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],51,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],52,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],61,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],62,"Anatomy, Physiology & Disease","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],66,"Anatomy, Physiology & Disease: Core Systems","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],67,"Anatomy, Physiology & Disease: Core Systems","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],71,"Anatomy, Physiology & Disease: Guts, Hormones & Reproduction","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. In this, the second of a two-part course introducing classical physiology in the human body, and how it functions in both health and disease, we will cover guts (renal, digestive, and immune systems), as well as hormones (basic endocrinology) and sex/reproductive physiology. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by taking part in immersive afternoon activities. While this represents a wholly separate course that may be taken independently, students should also consider taking the first part of this series (Anatomy, Physiology, & Disease: Core Systems) to bolster their understanding (offered in Summer Sessions 1 and 3). Ultimately, knowledge of basic physiological processes should impact the student's future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],72,"Anatomy, Physiology & Disease: Guts, Hormones & Reproduction","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. In this, the second of a two-part course introducing classical physiology in the human body, and how it functions in both health and disease, we will cover guts (renal, digestive, and immune systems), as well as hormones (basic endocrinology) and sex/reproductive physiology. In addition to classroom study, students will be challenged to synthesize their newfound knowledge by taking part in immersive afternoon activities. While this represents a wholly separate course that may be taken independently, students should also consider taking the first part of this series (Anatomy, Physiology, & Disease: Core Systems) to bolster their understanding (offered in Summer Sessions 1 and 3). Ultimately, knowledge of basic physiological processes should impact the student's future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],76,"Anatomy, Physiology & Disease: Core Systems","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],77,"Anatomy, Physiology & Disease: Core Systems","An understanding of physiology is an invaluable part of any budding physician’s or scientist’s repertoire. This course introduces classical physiology in the human body, and how it functions in both health and disease. This, the first of a two-part course (Anatomy, Physiology & Disease: Guts, Hormones and Reproduction is optional but should be a consideration), will cover core topics including nervous system, muscular, and cardiopulmonary physiology and disease. Additionally, students will be working outside the classroom to consolidate and reinforce their new understanding of the subject. Ultimately, knowledge of basic physiology should impact future research and serve as a foundation for all future scientific and biomedical endeavors.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],41,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],42,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],51,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],52,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],61,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],62,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],66,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],67,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],68,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],69,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],71,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],72,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],73,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],74,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],76,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],77,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],78,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],79,Medical School Intensive,"Learn the basic knowledge and techniques related to surgery, internal medicine, pediatrics, emergency medicine, and biomedical science by participating in interactive lectures and labs. You and your fellow high-school students will explore new aspects of this critical field at one of the nation’s leading institutions as you are taught and guided by experts in the field of medicine.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],41,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],51,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],61,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],66,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],67,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],71,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],72,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],76,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],77,Introduction to Surgery,Students will be introduced to the fundamentals of a surgical practice. Students will also acquire skills used in the assessment and treatment of surgical conditions.,"['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Online'],85,General Biology I,"This course is an introduction to biology from an evolutionary, molecular and cellular perspective. Specific topics and themes include evolutionary theory, the structure and function of biological molecules, mechanisms of harvesting energy, cell division, classical genetics and gene expression.","['AS Behavioral Biology', 'AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Online'],86,General Biology II,"This course builds on the concepts presented and discussed in General Biology I. The primary foci of this course will be on the diversity of life and on the anatomy, physiology, and evolution of plants and animals. There will be a special emphasis on human biology.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Online'],85,Genetics,"Presentation of the principles of heredity and variation, and their application to evolution and development; physico-chemical nature of the gene; problems of recombination; gene action.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],21,Biochemistry,"The molecules responsible for the life processes of animals, plants, and microbes will be examined. The structures, biosynthesis, degradation, and interconversion of the major cellular constituents including carbohydrates, lipids, proteins, and nucleic acids will illustrate the similarity of the biomolecules and metabolic processes involved in diverse forms of life.
Sophomores, Juniors, and Seniors Only.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Online'],82,Developmental Genetics Lab,"CRISPR (clustered regularly-interspaced short palindromic repeat) is one of the greatest advances in biology in the past decade, providing researchers with the tools to precisely and affordably edit genomes and physicians a new tool to cure disease.  However, the ability to edit plant and animal genomes, including human genomes, comes with significant ethical considerations.  This course will utilize a hybrid classroom-laboratory approach to provide students with both a comprehensive knowledge of the CRISPR system and a deeper understanding of how gene function is studied.  At the end of the semester, you will not only understand how CRISPR works, but also have a better understanding of the power of genetics to illuminate molecular mechanisms of protein function.","['AS Biology', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],01,Internship - Biology,For students undertaking internships that focus on biology fields or topics. Students wishing to enroll in this course must consult with the director of undergraduate studies or their major advisor before submitting an Independent Study Request in SIS.,['AS Biology'],Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],11,Internship - Biology,For students undertaking internships that focus on biology fields or topics. Students wishing to enroll in this course must consult with the director of undergraduate studies or their major advisor before submitting an Independent Study Request in SIS.,['AS Biology'],Krieger School of Arts and Sciences,1.00,
Summer 2023,,['Homewood Campus'],01,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],02,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],04,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],05,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],06,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],07,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],08,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
Summer 2023,,['Homewood Campus'],09,Research,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,3.00,
