Semester,Academic Year,Location,Course Number (Section),Course Name,Course Description,Department,School,Credits,Status
Intersession 2022,,['Homewood Campus'],03,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],04,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],05,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],06,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],07,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],08,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],09,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],10,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],11,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],12,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],13,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],14,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],15,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],16,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],17,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],18,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],19,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],20,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],21,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],22,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],23,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],24,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],25,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],26,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],27,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],28,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],29,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],30,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],31,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],32,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],33,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],34,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],35,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],36,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],37,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],38,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],39,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],40,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],41,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],42,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],43,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],44,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Homewood Campus'],45,Research - Intersession,"Planning and conducting original laboratory investigations on biological problems, collection and analysis of data, reporting of results. Juniors and Seniors Only. Recommended Course Background: Permission of full-time faculty member in Biology dept.",['AS Biology'],Krieger School of Arts and Sciences,0.00 - 3.00,
Intersession 2022,,['Online'],12,Molecular Beauty: Chemistry of Cosmetic Products,"The desire for healthier and youthful skin had led to an explosion in cosmetic products and a lucrative billion dollar industry. With the increased focus on quality products that are safe, it is of interest to learn of the role of chemicals in these cosmetics. This course aims to explore the chemical composition of beauty products ranging from skin care to hair and nail offerings and the chemistry behind beauty regimens. Students will also get some hands-on experience in a lab setting to synthesize and test reactivity of beauty products in a lab setting. A basic background in chemistry is required and a knowledge of organic chemistry is preferred.",['AS Chemistry'],Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Homewood Campus'],01,Independent Research in Biochemistry II,Research under the direction of members of the biochemistry faculty. Recommended Course Background: AS.030.507-AS.030.508 and permission of instructor.,['AS Chemistry'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Online'],22,Ancient Genetics,"Ancient Philosophy is almost inevitably associated with geometry, cosmogony, and ethics.  But from the 5th century on, we also have a vibrant discourse about concepts of “Generation”, a collective term describing topics like procreation, heredity, and embryology.  We will touch upon various issue like “What is science”, “Empiricism vs. Imagination”, “Origin of Seed and Embryo”, “Preformation vs. Epigenesis”, and “Contribution of Man and Woman to life” and trace them from antiquity to the modern era.","['AS Classics', 'AS History of Science, Medicine, and Technology']",Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Online'],12,Classics and the Force of English Poetry,"Our aim is to chart the trajectory of Classical poetry through English-language poetry, observing how English poets are shaped by (and indeed reshape) Greco-Roman poetry. We will read touchstone ancient poems (in Latin/Greek or plain translation) by Homer, Sappho, Virgil, Catullus, and Horace alongside selections from Pope, Milton, Campion, Wordsworth, Tennyson, Ernest Dowson, Frost, Christopher Logue, and Anne Carson. We will supplement poetry with linguistic/translation theory by Saussure, Ezra Pound, T.S. Eliot, and C.H. Sisson.","['AS Classics', 'AS English', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Online'],22,History of Libraries & Libraries of History: Books and Their Places from Antiquity to Modern Times,"In a historical era when books as vehicles for the transmission of knowledge are by some put into discussion, even to the point of questioning the usefulness of their very existence in the paper format that we all know, it seems even more important than ever to dig into the long and fantastic story of how the books were born (and where, when, and why) and how (and where, and why) they managed to cross the eras.  A tasty survey of this process’s stages, and the parallel virtual visit to the most celebrated and most extraordinary libraries that history has encountered, will lead the students into a world much more vivacious and sparkling than one would imagine, a world – we may say – of human magic. A world that has probably something to tell us still nowadays.","['AS Classics', 'AS History', 'AS Modern Languages and Literatures']",Krieger School of Arts and Sciences,2.00,
Intersession 2022,,['Online'],12,Orpheus: A Retrospective,"Musician, prophet, vagabond, queer icon--for millennia, Orpheus has blurred lines between fact and fiction, gay and straight, even life and death. This class looks back at Orpheus, who looked back at Eurydice, asking why this tragic figure holds such gravitas for so many. We will study poems by Virgil, Ovid, Poliziano, Rilke (in translation), and Atwood, as well as Jean Cocteau's Orphée (1950), Arcade Fire's Reflektor (2013), and the colossus in  Baltimore.","['AS Classics', 'AS English']",Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Online'],12,"Artificial Intelligence: The science, the ethics, and the politics","Artificial intelligence (AI) has emerged as an increasingly significant area of inquiry and debate in science, technology, and society. From search engines, advertising, and speech recognition to medical diagnoses, pet companions, and driverless cars, AI is being integrated within many products across a range of industries. This course will provide a broad overview of modern AI, what machines can and cannot do, the ethical consequences of building intelligent computational systems at scale, and the rising global governance frameworks taking shape to regulate its use.","['AS Cognitive Science', 'AS Summer and Intersession Programs']",Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Homewood Campus'],01,Cognitive Science Internship,"For internships in cognitive science-related fields. Graded S/U only. Student cannot recieve credit for paid internships. A Cognitive Science faculty sponsor is required and must be named in the Independent Academic Work form. Please read the relevant independent academic work FAQ. KSAS primary majors, visit https://advising.jhu.edu/research-internships-and-independent-study/.  WSE primary majors, visit https://engineering.jhu.edu/advising/advising-questions/.",['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00,
Intersession 2022,,['Homewood Campus'],01,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],02,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],03,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],04,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],05,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],06,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],07,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],08,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],09,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],10,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],11,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],12,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],13,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],14,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],15,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],16,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],17,Research-Intersession,Research current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,1.00 - 3.00,
Intersession 2022,,['Homewood Campus'],01,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],02,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],03,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],05,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],06,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],07,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],08,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],09,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],10,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],11,Directed Readings in Cognitive Science,Directed readings on current topics in cognitive science. Instructor approval required.,['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],01,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],02,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],03,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],04,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],05,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],06,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],07,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],08,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],09,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],10,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
Intersession 2022,,['Homewood Campus'],11,Research in Cognitive Science,"Current topics in any area of cognitive science, including language and vision, with discussion of recent developments in theory, experimental study, and computational modeling.",['AS Cognitive Science'],Krieger School of Arts and Sciences,0.00,
